strain	virus	date	region	country	gisaid_epi_isl
DR0256	ncov	2021-01-27	Caribbean	Dominican Republic	NA
DR0257	ncov	2021-01-27	Caribbean	Dominican Republic	NA
DR0258	ncov	2021-01-27	Caribbean	Dominican Republic	NA
DR0259	ncov	2021-01-27	Caribbean	Dominican Republic	NA
DR0260	ncov	2021-01-29	Caribbean	Dominican Republic	NA
DR0261	ncov	2021-01-29	Caribbean	Dominican Republic	NA
DR0262	ncov	2021-01-29	Caribbean	Dominican Republic	NA
DR0263	ncov	2021-01-29	Caribbean	Dominican Republic	NA
DR0264	ncov	2021-01-29	Caribbean	Dominican Republic	NA
DR0265	ncov	2021-01-29	Caribbean	Dominican Republic	NA
DR0266	ncov	2021-01-29	Caribbean	Dominican Republic	NA
DR0267	ncov	2021-01-29	Caribbean	Dominican Republic	NA
DR0268	ncov	2021-01-29	Caribbean	Dominican Republic	NA
DR0269	ncov	2021-01-29	Caribbean	Dominican Republic	NA
DR0270	ncov	2021-01-29	Caribbean	Dominican Republic	NA
DR0271	ncov	2021-01-29	Caribbean	Dominican Republic	NA
DR0272	ncov	2021-01-29	Caribbean	Dominican Republic	NA
DR0273	ncov	2021-01-29	Caribbean	Dominican Republic	NA
DR0274	ncov	2021-01-29	Caribbean	Dominican Republic	NA
DR0275	ncov	2021-01-29	Caribbean	Dominican Republic	NA
DR0276	ncov	2021-01-29	Caribbean	Dominican Republic	NA
DR0277	ncov	2021-01-29	Caribbean	Dominican Republic	NA
DR0278	ncov	2021-01-29	Caribbean	Dominican Republic	NA
DR0279	ncov	2021-01-29	Caribbean	Dominican Republic	NA
DR0280	ncov	2021-01-29	Caribbean	Dominican Republic	NA
DR0281	ncov	2021-01-29	Caribbean	Dominican Republic	NA
DR0282	ncov	2021-01-29	Caribbean	Dominican Republic	NA
DR0283	ncov	2021-01-29	Caribbean	Dominican Republic	NA
DR0284	ncov	2021-01-29	Caribbean	Dominican Republic	NA
DR0285	ncov	2021-02-01	Caribbean	Dominican Republic	NA
DR0286	ncov	2021-02-01	Caribbean	Dominican Republic	NA
DR0287	ncov	2021-02-01	Caribbean	Dominican Republic	NA
DR0288	ncov	2021-02-03	Caribbean	Dominican Republic	NA
DR0289	ncov	2021-02-03	Caribbean	Dominican Republic	NA
DR0290	ncov	2021-02-05	Caribbean	Dominican Republic	NA
DR0291	ncov	2021-02-08	Caribbean	Dominican Republic	NA
DR0292	ncov	2021-02-08	Caribbean	Dominican Republic	NA
DR0293	ncov	2021-02-08	Caribbean	Dominican Republic	NA
DR0294	ncov	2021-02-09	Caribbean	Dominican Republic	NA
DR0295	ncov	2021-02-15	Caribbean	Dominican Republic	NA
DR0296	ncov	2021-02-15	Caribbean	Dominican Republic	NA
DR0297	ncov	2021-02-15	Caribbean	Dominican Republic	NA
DR0298	ncov	2021-02-15	Caribbean	Dominican Republic	NA
DR0299	ncov	2021-02-15	Caribbean	Dominican Republic	NA
DR0300	ncov	2021-02-15	Caribbean	Dominican Republic	NA
DR0301	ncov	2021-02-15	Caribbean	Dominican Republic	NA
DR0302	ncov	2021-02-15	Caribbean	Dominican Republic	NA
DR0303	ncov	2021-02-15	Caribbean	Dominican Republic	NA
DR0304	ncov	2021-02-16	Caribbean	Dominican Republic	NA
DR0305	ncov	2021-02-16	Caribbean	Dominican Republic	NA
DR0306	ncov	2021-02-16	Caribbean	Dominican Republic	NA
DR0307	ncov	2021-02-16	Caribbean	Dominican Republic	NA
DR0308	ncov	2021-02-16	Caribbean	Dominican Republic	NA
DR0309	ncov	2021-02-16	Caribbean	Dominican Republic	NA
DR0310	ncov	2021-02-16	Caribbean	Dominican Republic	NA
DR0311	ncov	2021-02-16	Caribbean	Dominican Republic	NA
DR0312	ncov	2021-02-18	Caribbean	Dominican Republic	NA
DR0313	ncov	2021-02-18	Caribbean	Dominican Republic	NA
DR0314	ncov	2021-02-18	Caribbean	Dominican Republic	NA
DR0315	ncov	2021-02-18	Caribbean	Dominican Republic	NA
DR0316	ncov	2021-02-18	Caribbean	Dominican Republic	NA
DR0317	ncov	2021-02-18	Caribbean	Dominican Republic	NA
DR0318	ncov	2021-02-18	Caribbean	Dominican Republic	NA
DR0319	ncov	2021-02-20	Caribbean	Dominican Republic	NA
DR0320	ncov	2021-02-23	Caribbean	Dominican Republic	NA
DR0321	ncov	2021-02-23	Caribbean	Dominican Republic	NA
DR0322	ncov	2021-02-23	Caribbean	Dominican Republic	NA
DR0323	ncov	2021-02-23	Caribbean	Dominican Republic	NA
DR0324	ncov	2021-02-23	Caribbean	Dominican Republic	NA
DR0325	ncov	2021-02-23	Caribbean	Dominican Republic	NA
DR0326	ncov	2021-02-23	Caribbean	Dominican Republic	NA
DR0327	ncov	2021-02-23	Caribbean	Dominican Republic	NA
DR0328	ncov	2021-02-25	Caribbean	Dominican Republic	NA
Wuhan/WH01/2019	ncov	2019-12-26	Asia	China	EPI_ISL_406798
Wuhan/Hu-1/2019	ncov	2019-12-26	Asia	China	EPI_ISL_402125
hCoV-19/Australia/VIC3177/2020	ncov	2020-07-07	Oceania	Australia	EPI_ISL_520868
hCoV-19/Australia/VIC18070/2020	ncov	2020-12-30	Oceania	Australia	EPI_ISL_812437
hCoV-19/Egypt/CCHE57357-P-41/2020	ncov	2020-07-23	Africa	Egypt	EPI_ISL_812870
hCoV-19/Chile/RM-208669/2020	ncov	2020-10-16	South America	Chile	EPI_ISL_746773
hCoV-19/HongKong/CM20000417/2020	ncov	2020-12-06	Asia	Hong Kong	EPI_ISL_733575
hCoV-19/Japan/PG-11939/2020	ncov	2020-11-22	Asia	Japan	EPI_ISL_898770
hCoV-19/Australia/VIC16986/2020	ncov	2020-08-17	Oceania	Australia	EPI_ISL_663672
hCoV-19/Japan/NGY-NNH-061/2020	ncov	2020-12-28	Asia	Japan	EPI_ISL_918172
hCoV-19/Australia/NSW907/2020	ncov	2020-08-28	Oceania	Australia	EPI_ISL_544988
hCoV-19/Australia/VIC7530/2020	ncov	2020-07-24	Oceania	Australia	EPI_ISL_564474
hCoV-19/England/ALDP-BC6C9E/2020	ncov	2020-11-21	Europe	United Kingdom	EPI_ISL_915996
hCoV-19/Australia/VIC6984/2020	ncov	2020-07-23	Oceania	Australia	EPI_ISL_564180
hCoV-19/Japan/PG-13801/2020	ncov	2020-12-09	Asia	Japan	EPI_ISL_895381
hCoV-19/Australia/VIC8393/2020	ncov	2020-08-12	Oceania	Australia	EPI_ISL_564981
hCoV-19/Australia/VIC11140/2020	ncov	2020-08-07	Oceania	Australia	EPI_ISL_563266
hCoV-19/Australia/VIC14101/2020	ncov	2020-09-18	Oceania	Australia	EPI_ISL_563966
hCoV-19/Australia/VIC7520/2020	ncov	2020-07-23	Oceania	Australia	EPI_ISL_564466
hCoV-19/Luxembourg/LNS8692002/2020	ncov	2020-12-12	Europe	Luxembourg	EPI_ISL_910867
hCoV-19/Australia/VIC7956/2020	ncov	2020-08-16	Oceania	Australia	EPI_ISL_564767
hCoV-19/India/TG-CCMB-X88/2020	ncov	2020-07-14	Asia	India	EPI_ISL_528867
hCoV-19/Australia/VIC10580/2020	ncov	2020-08-03	Oceania	Australia	EPI_ISL_562968
hCoV-19/Japan/PG-10560/2020	ncov	2020-10-22	Asia	Japan	EPI_ISL_901268
hCoV-19/Wales/PHWC-47E34C/2020	ncov	2020-09-29	Europe	United Kingdom	EPI_ISL_595441
hCoV-19/Japan/PG-13406/2020	ncov	2020-12-08	Asia	Japan	EPI_ISL_895069
hCoV-19/SouthAfrica/KRISP-K002774/2020	ncov	2020-08-21	Africa	South Africa	EPI_ISL_529769
hCoV-19/Australia/VIC17154/2020	ncov	2020-08-15	Oceania	Australia	EPI_ISL_663769
hCoV-19/Australia/VIC6973/2020	ncov	2020-07-23	Oceania	Australia	EPI_ISL_564170
hCoV-19/Australia/VIC6495/2020	ncov	2020-07-26	Oceania	Australia	EPI_ISL_521270
hCoV-19/Australia/VIC12374/2020	ncov	2020-07-24	Oceania	Australia	EPI_ISL_591970
hCoV-19/USA/AL-Blount-JEIX/2020	ncov	2020-11-05	North America	USA	EPI_ISL_876471
hCoV-19/Japan/PG-14159/2020	ncov	2020-12-08	Asia	Japan	EPI_ISL_895671
hCoV-19/France/OCC-56/2020	ncov	2020-07-14	Europe	France	EPI_ISL_593871
hCoV-19/Australia/VIC3979/2020	ncov	2020-07-14	Oceania	Australia	EPI_ISL_519371
hCoV-19/England/MILK-A467E1/2020	ncov	2020-10-06	Europe	United Kingdom	EPI_ISL_598771
hCoV-19/Australia/VIC14041/2020	ncov	2020-09-17	Oceania	Australia	EPI_ISL_563942
hCoV-19/Egypt/CUNCI-HGC7I025/2020	ncov	2020-07-19	Africa	Egypt	EPI_ISL_576373
hCoV-19/Australia/VIC11086/2020	ncov	2020-07-31	Oceania	Australia	EPI_ISL_563242
hCoV-19/Australia/VIC3860/2020	ncov	2020-07-13	Oceania	Australia	EPI_ISL_520573
hCoV-19/Australia/VIC8524/2020	ncov	2020-08-01	Oceania	Australia	EPI_ISL_565073
hCoV-19/England/CAMB-1B6C04/2020	ncov	2020-10-11	Europe	United Kingdom	EPI_ISL_612274
hCoV-19/SouthKorea/KDCA0280/2020	ncov	2020-10-24	Asia	South Korea	EPI_ISL_760074
hCoV-19/Australia/VIC13326/2020	ncov	2020-08-08	Oceania	Australia	EPI_ISL_563674
hCoV-19/Australia/VIC6977/2020	ncov	2020-08-02	Oceania	Australia	EPI_ISL_564174
hCoV-19/CostaRica/INC-0070/2020	ncov	2020-07-02	North America	Costa Rica	EPI_ISL_512675
hCoV-19/England/ALDP-B1F7E0/2020	ncov	2020-11-01	Europe	United Kingdom	EPI_ISL_645843
hCoV-19/CostaRica/INC-0137/2020	ncov	2020-08-17	North America	Costa Rica	EPI_ISL_682275
hCoV-19/SouthAfrica/KRISP-K002298/2020	ncov	2020-07-23	Africa	South Africa	EPI_ISL_515675
hCoV-19/England/QEUH-9FA8DB/2020	ncov	2020-09-26	Europe	United Kingdom	EPI_ISL_588275
hCoV-19/Luxembourg/LNS8118033/2021	ncov	2021-01-02	Europe	Luxembourg	EPI_ISL_910616
hCoV-19/Australia/VIC13903/2020	ncov	2020-09-12	Oceania	Australia	EPI_ISL_563875
hCoV-19/Bermuda/204990927/2020	ncov	2020-11-13	Caribbean	Bermuda	EPI_ISL_780395
hCoV-19/Australia/VIC9726/2020	ncov	2020-08-24	Oceania	Australia	EPI_ISL_565676
hCoV-19/Australia/NSW658/2020	ncov	2020-07-13	Oceania	Australia	EPI_ISL_498777
hCoV-19/Mayotte/IPP00189/2021	ncov	2021-01-06	Africa	Mayotte	EPI_ISL_855377
hCoV-19/Australia/VIC5025/2020	ncov	2020-07-18	Oceania	Australia	EPI_ISL_519829
hCoV-19/Australia/VIC8159/2020	ncov	2020-08-06	Oceania	Australia	EPI_ISL_564877
hCoV-19/Japan/PG-12664/2020	ncov	2020-11-14	Asia	Japan	EPI_ISL_897078
hCoV-19/Australia/VIC8160/2020	ncov	2020-08-14	Oceania	Australia	EPI_ISL_564878
hCoV-19/Australia/VIC9505/2020	ncov	2020-08-14	Oceania	Australia	EPI_ISL_565578
hCoV-19/Australia/VIC9062/2020	ncov	2020-08-20	Oceania	Australia	EPI_ISL_565378
hCoV-19/England/MILK-A7D5AB/2020	ncov	2020-10-13	Europe	United Kingdom	EPI_ISL_606578
hCoV-19/Peru/LIM-UPCH-0322/2020	ncov	2020-12-12	South America	Peru	EPI_ISL_812478
hCoV-19/Australia/NSW660/2020	ncov	2020-07-18	Oceania	Australia	EPI_ISL_498779
hCoV-19/Brazil/RJ-00485/2020	ncov	2020-10-26	South America	Brazil	EPI_ISL_717879
hCoV-19/India/WB-IICB-006/2020	ncov	2020-09-10	Asia	India	EPI_ISL_578080
hCoV-19/Australia/VIC5418/2020	ncov	2020-07-08	Oceania	Australia	EPI_ISL_520180
hCoV-19/Australia/VIC15332/2020	ncov	2020-08-03	Oceania	Australia	EPI_ISL_593253
hCoV-19/Australia/NSW1488/2021	ncov	2021-01-10	Oceania	Australia	EPI_ISL_872581
hCoV-19/Australia/VIC5509/2020	ncov	2020-07-19	Oceania	Australia	EPI_ISL_518345
hCoV-19/USA/NM-DOH-2020617193/2020	ncov	2020-12-12	North America	USA	EPI_ISL_751846
hCoV-19/SouthAfrica/KRISP-K002869/2020	ncov	2020-09-07	Africa	South Africa	EPI_ISL_602682
hCoV-19/Japan/PG-10676/2020	ncov	2020-10-26	Asia	Japan	EPI_ISL_901383
hCoV-19/Australia/VIC5350/2020	ncov	2020-07-17	Oceania	Australia	EPI_ISL_520113
hCoV-19/England/QEUH-D122CC/2020	ncov	2020-12-27	Europe	United Kingdom	EPI_ISL_799484
hCoV-19/Egypt/EGY-029/2020	ncov	2020-08-14	Africa	Egypt	EPI_ISL_526984
hCoV-19/Australia/VIC7556/2020	ncov	2020-07-22	Oceania	Australia	EPI_ISL_564496
hCoV-19/Australia/VIC10777/2020	ncov	2020-09-06	Oceania	Australia	EPI_ISL_563085
hCoV-19/Japan/PG-8084/2020	ncov	2020-08-05	Asia	Japan	EPI_ISL_687185
hCoV-19/Rwanda/NRLNAT1050/2021	ncov	2021-01-11	Africa	Rwanda	EPI_ISL_925885
hCoV-19/Bermuda/204990915/2020	ncov	2020-10-31	Caribbean	Bermuda	EPI_ISL_780385
hCoV-19/Bermuda/204990916/2020	ncov	2020-10-31	Caribbean	Bermuda	EPI_ISL_780386
hCoV-19/Rwanda/NRLNAT1051/2021	ncov	2021-01-11	Africa	Rwanda	EPI_ISL_925886
hCoV-19/SouthAfrica/KRISP-K002578/2020	ncov	2020-07-31	Africa	South Africa	EPI_ISL_535443
hCoV-19/Peru/LIM-UPCH-0157/2020	ncov	2020-08-28	South America	Peru	EPI_ISL_568550
hCoV-19/Australia/VIC2919/2020	ncov	2020-07-08	Oceania	Australia	EPI_ISL_521750
hCoV-19/Bermuda/204990918/2020	ncov	2020-11-06	Caribbean	Bermuda	EPI_ISL_780388
hCoV-19/SouthAfrica/KRISP-K002190/2020	ncov	2020-07-14	Africa	South Africa	EPI_ISL_515589
hCoV-19/SouthAfrica/KRISP-K002269/2020	ncov	2020-07-21	Africa	South Africa	EPI_ISL_515651
hCoV-19/Bermuda/204990919/2020	ncov	2020-11-06	Caribbean	Bermuda	EPI_ISL_780389
hCoV-19/Australia/VIC17672/2020	ncov	2020-08-13	Oceania	Australia	EPI_ISL_663990
hCoV-19/SouthAfrica/KRISP-K002796/2020	ncov	2020-08-24	Africa	South Africa	EPI_ISL_529790
hCoV-19/Australia/VIC16092/2020	ncov	2020-08-02	Oceania	Australia	EPI_ISL_640653
hCoV-19/Australia/VIC9295/2020	ncov	2020-08-18	Oceania	Australia	EPI_ISL_565491
hCoV-19/Japan/PG-6783/2020	ncov	2020-08-20	Asia	Japan	EPI_ISL_687892
hCoV-19/CostaRica/INC-0086/2020	ncov	2020-07-09	North America	Costa Rica	EPI_ISL_527754
hCoV-19/Australia/NSW830/2020	ncov	2020-08-08	Oceania	Australia	EPI_ISL_526172
hCoV-19/Australia/VIC17204/2020	ncov	2020-08-14	Oceania	Australia	EPI_ISL_663793
hCoV-19/Australia/VIC9226/2020	ncov	2020-08-16	Oceania	Australia	EPI_ISL_565454
hCoV-19/CostaRica/INC-0146/2020	ncov	2020-09-10	North America	Costa Rica	EPI_ISL_769994
hCoV-19/Singapore/1459/2020	ncov	2020-12-10	Asia	Singapore	EPI_ISL_728195
hCoV-19/CostaRica/INC-0188/2020	ncov	2020-12-02	North America	Costa Rica	EPI_ISL_914795
hCoV-19/Australia/VIC8789/2020	ncov	2020-07-30	Oceania	Australia	EPI_ISL_565196
hCoV-19/Australia/VIC7597/2020	ncov	2020-07-25	Oceania	Australia	EPI_ISL_564521
hCoV-19/Australia/VIC7229/2020	ncov	2020-07-26	Oceania	Australia	EPI_ISL_564296
hCoV-19/USA/ME-HETL-J0711/2021	ncov	2021-01-06	North America	USA	EPI_ISL_832997
hCoV-19/Bermuda/204990929/2020	ncov	2020-11-18	Caribbean	Bermuda	EPI_ISL_780397
hCoV-19/India/MH-ACTREC-348/2020	ncov	2020-07-22	Asia	India	EPI_ISL_699997
hCoV-19/Australia/NSW1388/2021	ncov	2021-01-04	Oceania	Australia	EPI_ISL_779398
hCoV-19/Australia/VIC15220/2020	ncov	2020-08-03	Oceania	Australia	EPI_ISL_593199
hCoV-19/Australia/VIC12833/2020	ncov	2020-09-13	Oceania	Australia	EPI_ISL_563599
hCoV-19/USA/MI-UM-10036312721/2020	ncov	2020-10-06	North America	USA	EPI_ISL_596599
hCoV-19/England/QEUH-B66A78/2020	ncov	2020-11-11	Europe	United Kingdom	EPI_ISL_655256
hCoV-19/Australia/VIC18096/2021	ncov	2021-01-08	Oceania	Australia	EPI_ISL_854756
hCoV-19/Australia/VIC10928/2020	ncov	2020-09-04	Oceania	Australia	EPI_ISL_563157
hCoV-19/Jordan/AQ-ALSR-5264/2020	ncov	2020-10-15	Asia	Jordan	EPI_ISL_730502
hCoV-19/Japan/PG-11986/2020	ncov	2020-11-16	Asia	Japan	EPI_ISL_898817
hCoV-19/Australia/VIC9562/2020	ncov	2020-08-06	Oceania	Australia	EPI_ISL_565603
hCoV-19/Nigeria/FC-CV529/2020	ncov	2020-09-05	Africa	Nigeria	EPI_ISL_872604
hCoV-19/Australia/NSW1467/2021	ncov	2021-01-15	Oceania	Australia	EPI_ISL_845803
hCoV-19/Chile/RM-170148/2020	ncov	2020-09-04	South America	Chile	EPI_ISL_746712
hCoV-19/Denmark/DCGC-12917/2020	ncov	2020-12-07	Europe	Denmark	EPI_ISL_712461
hCoV-19/England/MILK-CA7069/2020	ncov	2020-12-18	Europe	United Kingdom	EPI_ISL_761661
hCoV-19/CostaRica/INC-0156/2020	ncov	2020-10-01	North America	Costa Rica	EPI_ISL_770027
hCoV-19/Australia/VIC4438/2020	ncov	2020-07-16	Oceania	Australia	EPI_ISL_519734
hCoV-19/Japan/PG-4920/2020	ncov	2020-08-06	Asia	Japan	EPI_ISL_690040
hCoV-19/Australia/VIC13066/2020	ncov	2020-07-30	Oceania	Australia	EPI_ISL_563616
hCoV-19/SouthAfrica/Tygerberg-407/2020	ncov	2020-12-04	Africa	South Africa	EPI_ISL_745188
hCoV-19/Australia/NSW3726/2020	ncov	2020-12-28	Oceania	Australia	EPI_ISL_745030
hCoV-19/Uganda/UG126/2020	ncov	2020-09-01	Africa	Uganda	EPI_ISL_738033
hCoV-19/Belgium/rega-10061029/2020	ncov	2020-10-06	Europe	Belgium	EPI_ISL_735052
hCoV-19/Wales/PHWC-498494/2020	ncov	2020-12-01	Europe	United Kingdom	EPI_ISL_727080
hCoV-19/Malaysia/UNIMAS-15732/2020	ncov	2020-11-05	Asia	Malaysia	EPI_ISL_718175
hCoV-19/Japan/PG-4861/2020	ncov	2020-08-05	Asia	Japan	EPI_ISL_689982
hCoV-19/USA/MN-MDH-2094/2020	ncov	2020-10-23	North America	USA	EPI_ISL_683723
hCoV-19/CostaRica/INC-0104/2020	ncov	2020-07-14	North America	Costa Rica	EPI_ISL_682245
hCoV-19/CostaRica/INC-0139/2020	ncov	2020-08-17	North America	Costa Rica	EPI_ISL_682277
hCoV-19/Cameroon/CV424/2020	ncov	2020-10-26	Africa	Cameroon	EPI_ISL_845554
hCoV-19/SouthAfrica/UFS-39/2020	ncov	2020-10-15	Africa	South Africa	EPI_ISL_682345
hCoV-19/SouthAfrica/KRISP-EC-K004582/2020	ncov	2020-11-13	Africa	South Africa	EPI_ISL_660614
hCoV-19/USA/VA-DCLS-1558/2020	ncov	2020-08-07	North America	USA	EPI_ISL_610122
hCoV-19/Denmark/DCGC-11497/2020	ncov	2020-11-02	Europe	Denmark	EPI_ISL_670959
hCoV-19/Australia/VIC13698/2020	ncov	2020-07-18	Oceania	Australia	EPI_ISL_592306
hCoV-19/Australia/VIC16692/2020	ncov	2020-08-04	Oceania	Australia	EPI_ISL_649151
hCoV-19/England/NOTT-11ABE3/2020	ncov	2020-11-08	Europe	United Kingdom	EPI_ISL_638603
hCoV-19/Lithuania/MR-LUHS-Eilnr282/2020	ncov	2020-08-12	Europe	Lithuania	EPI_ISL_636859
hCoV-19/USA/MD-MDH-0239/2020	ncov	2020-09-29	North America	USA	EPI_ISL_602262
hCoV-19/Australia/VIC4234/2020	ncov	2020-07-16	Oceania	Australia	EPI_ISL_519562
hCoV-19/Australia/VIC15386/2020	ncov	2020-08-04	Oceania	Australia	EPI_ISL_593277
hCoV-19/Australia/VIC15411/2020	ncov	2020-07-30	Oceania	Australia	EPI_ISL_593292
hCoV-19/Australia/VIC3973/2020	ncov	2020-07-10	Oceania	Australia	EPI_ISL_519365
hCoV-19/Singapore/1060/2020	ncov	2020-08-31	Asia	Singapore	EPI_ISL_583895
hCoV-19/England/205360079/2020	ncov	2020-12-29	Europe	United Kingdom	EPI_ISL_825541
hCoV-19/Chile/RM-128269/2020	ncov	2020-07-19	South America	Chile	EPI_ISL_746618
hCoV-19/CostaRica/INC-0133/2020	ncov	2020-08-13	North America	Costa Rica	EPI_ISL_682272
hCoV-19/Australia/VIC15627/2020	ncov	2020-08-04	Oceania	Australia	EPI_ISL_593386
hCoV-19/England/QEUH-A8CCFF/2020	ncov	2020-10-16	Europe	United Kingdom	EPI_ISL_842186
hCoV-19/Japan/IC-0282/2020	ncov	2020-11-06	Asia	Japan	EPI_ISL_667711
hCoV-19/SouthAfrica/KRISP-0393/2020	ncov	2020-07-01	Africa	South Africa	EPI_ISL_487336
hCoV-19/Australia/ACT0086/2020	ncov	2020-07-03	Oceania	Australia	EPI_ISL_498544
hCoV-19/SouthAfrica/KRISP-0563/2020	ncov	2020-07-15	Africa	South Africa	EPI_ISL_498102
hCoV-19/SouthAfrica/KRISP-0560/2020	ncov	2020-07-15	Africa	South Africa	EPI_ISL_498099
hCoV-19/SouthAfrica/KRISP-0544/2020	ncov	2020-07-13	Africa	South Africa	EPI_ISL_498085
hCoV-19/SouthAfrica/KRISP-K001038/2020	ncov	2020-07-16	Africa	South Africa	EPI_ISL_509303
hCoV-19/SouthAfrica/KRISP-K000614/2020	ncov	2020-07-02	Africa	South Africa	EPI_ISL_509266
hCoV-19/SouthAfrica/KRISP-K000618/2020	ncov	2020-07-03	Africa	South Africa	EPI_ISL_509270
hCoV-19/SouthAfrica/KRISP-K002279/2020	ncov	2020-07-21	Africa	South Africa	EPI_ISL_515659
hCoV-19/SouthAfrica/LR00136/2020	ncov	2020-07-20	Africa	South Africa	EPI_ISL_514367
hCoV-19/Australia/NSW713/2020	ncov	2020-07-26	Oceania	Australia	EPI_ISL_513356
hCoV-19/Australia/NSW705/2020	ncov	2020-07-25	Oceania	Australia	EPI_ISL_513348
hCoV-19/Australia/NSW748/2020	ncov	2020-07-31	Oceania	Australia	EPI_ISL_513390
hCoV-19/Australia/NSW727/2020	ncov	2020-07-29	Oceania	Australia	EPI_ISL_513370
hCoV-19/Latvia/105/2020	ncov	2020-08-05	Europe	Latvia	EPI_ISL_515192
hCoV-19/SouthAfrica/KRISP-K001373/2020	ncov	2020-07-17	Africa	South Africa	EPI_ISL_515858
hCoV-19/SouthAfrica/KRISP-K001374/2020	ncov	2020-07-16	Africa	South Africa	EPI_ISL_515859
hCoV-19/SouthAfrica/KRISP-K002420/2020	ncov	2020-07-30	Africa	South Africa	EPI_ISL_515782
hCoV-19/Australia/VIC5386/2020	ncov	2020-07-18	Oceania	Australia	EPI_ISL_520149
hCoV-19/Australia/VIC4765/2020	ncov	2020-07-17	Oceania	Australia	EPI_ISL_519153
hCoV-19/Australia/VIC5351/2020	ncov	2020-07-17	Oceania	Australia	EPI_ISL_520114
hCoV-19/Australia/VIC5432/2020	ncov	2020-07-15	Oceania	Australia	EPI_ISL_520183
hCoV-19/Australia/VIC6617/2020	ncov	2020-07-19	Oceania	Australia	EPI_ISL_521379
hCoV-19/Australia/VIC6585/2020	ncov	2020-07-16	Oceania	Australia	EPI_ISL_521348
hCoV-19/Australia/VIC5196/2020	ncov	2020-07-20	Oceania	Australia	EPI_ISL_519961
hCoV-19/Australia/VIC5892/2020	ncov	2020-07-21	Oceania	Australia	EPI_ISL_518674
hCoV-19/Australia/VIC5232/2020	ncov	2020-07-18	Oceania	Australia	EPI_ISL_519997
hCoV-19/Australia/VIC5216/2020	ncov	2020-07-19	Oceania	Australia	EPI_ISL_519981
hCoV-19/Australia/VIC5218/2020	ncov	2020-07-18	Oceania	Australia	EPI_ISL_519983
hCoV-19/Australia/VIC5032/2020	ncov	2020-07-17	Oceania	Australia	EPI_ISL_519836
hCoV-19/Australia/VIC5075/2020	ncov	2020-07-17	Oceania	Australia	EPI_ISL_519878
hCoV-19/Australia/VIC3484/2020	ncov	2020-07-08	Oceania	Australia	EPI_ISL_521145
hCoV-19/Australia/VIC4451/2020	ncov	2020-07-16	Oceania	Australia	EPI_ISL_519747
hCoV-19/Australia/VIC6302/2020	ncov	2020-07-24	Oceania	Australia	EPI_ISL_518290
hCoV-19/Australia/VIC6282/2020	ncov	2020-07-21	Oceania	Australia	EPI_ISL_518270
hCoV-19/Australia/VIC3871/2020	ncov	2020-07-13	Oceania	Australia	EPI_ISL_520584
hCoV-19/Australia/VIC3866/2020	ncov	2020-07-13	Oceania	Australia	EPI_ISL_520579
hCoV-19/Australia/VIC5531/2020	ncov	2020-07-20	Oceania	Australia	EPI_ISL_518363
hCoV-19/Australia/VIC5512/2020	ncov	2020-07-21	Oceania	Australia	EPI_ISL_518347
hCoV-19/Australia/VIC2968/2020	ncov	2020-07-07	Oceania	Australia	EPI_ISL_521798
hCoV-19/Australia/VIC2961/2020	ncov	2020-07-11	Oceania	Australia	EPI_ISL_521791
hCoV-19/Australia/VIC2959/2020	ncov	2020-07-11	Oceania	Australia	EPI_ISL_521789
hCoV-19/Australia/VIC2956/2020	ncov	2020-07-07	Oceania	Australia	EPI_ISL_521786
hCoV-19/Australia/VIC6043/2020	ncov	2020-07-20	Oceania	Australia	EPI_ISL_518084
hCoV-19/Australia/VIC4006/2020	ncov	2020-07-09	Oceania	Australia	EPI_ISL_519392
hCoV-19/Australia/VIC4064/2020	ncov	2020-07-09	Oceania	Australia	EPI_ISL_519446
hCoV-19/Australia/VIC2743/2020	ncov	2020-07-05	Oceania	Australia	EPI_ISL_521578
hCoV-19/Australia/VIC5494/2020	ncov	2020-07-22	Oceania	Australia	EPI_ISL_520240
hCoV-19/Australia/VIC4865/2020	ncov	2020-07-18	Oceania	Australia	EPI_ISL_519249
hCoV-19/Australia/VIC2713/2020	ncov	2020-07-04	Oceania	Australia	EPI_ISL_521551
hCoV-19/Australia/VIC3562/2020	ncov	2020-07-06	Oceania	Australia	EPI_ISL_520311
hCoV-19/Australia/VIC3551/2020	ncov	2020-07-08	Oceania	Australia	EPI_ISL_520300
hCoV-19/Egypt/EGY-S031/2020	ncov	2020-08-17	Africa	Egypt	EPI_ISL_526986
hCoV-19/Egypt/EGY-030/2020	ncov	2020-08-14	Africa	Egypt	EPI_ISL_526985
hCoV-19/Australia/NSW782/2020	ncov	2020-07-25	Oceania	Australia	EPI_ISL_526124
hCoV-19/PuertoRico/PR-B5X4/2020	ncov	2020-08-11	Caribbean	Puerto Rico	EPI_ISL_527390
hCoV-19/PuertoRico/PR-B41C/2020	ncov	2020-08-06	Caribbean	Puerto Rico	EPI_ISL_527388
hCoV-19/PuertoRico/PR-B5C5/2020	ncov	2020-08-08	Caribbean	Puerto Rico	EPI_ISL_527389
hCoV-19/Australia/NSW2480/2020	ncov	2020-07-02	Oceania	Australia	EPI_ISL_527021
hCoV-19/CostaRica/INC-0081/2020	ncov	2020-07-07	North America	Costa Rica	EPI_ISL_527749
hCoV-19/CostaRica/INC-0079/2020	ncov	2020-07-03	North America	Costa Rica	EPI_ISL_527747
