strain	virus	date	region	country
Canada/QC-1nKGZ-R7161086/2021	ncov	2021-01-16	North America	Canada
Canada/QC-1nMCY-T0053107/2021	ncov	2021-02-05	North America	Canada
Canada/BC-BCCDC-38600/2021	ncov	2021-02-10	North America	Canada
Canada/ABPHL-06745/2021	ncov	2021-02-24	North America	Canada
Canada/AB-ABPHL-05081/2021	ncov	2021-02-05	North America	Canada
Canada/BC-BCCDC-165964/2020	ncov	2020-10-16	North America	Canada
Canada/ABPHL-11979/2021	ncov	2021-03-26	North America	Canada
Canada/BC-BCCDC-166328/2020	ncov	2020-10-30	North America	Canada
Canada/BC-BCCDC-35807/2021	ncov	2021-01-21	North America	Canada
Canada/ABPHL-11983/2021	ncov	2021-03-26	North America	Canada
Canada/QC-JUS-W4050607/2020	ncov	2020-12-05	North America	Canada
Canada/QC-1nIOU-A5124703/2021	ncov	2021-01-12	North America	Canada
Canada/BC-BCCDC-38740/2021	ncov	2021-02-25	North America	Canada
Canada/BC-BCCDC-53984/2021	ncov	2021-03-21	North America	Canada
Canada/BC-BCCDC-54830/2021	ncov	2021-03-24	North America	Canada
Canada/BC-BCCDC-56139/2021	ncov	2021-03-26	North America	Canada
Canada/SK-NML-23946/2021	ncov	2021-03-20	North America	Canada
Canada/SK-NML-21140/2021	ncov	2021-03-12	North America	Canada
Canada/BC-BCCDC-168355/2021	ncov	2021-02-16	North America	Canada
Canada/SK-RRPL-133054/2021	ncov	2021-03-28	North America	Canada
Canada/QC-1nDJXW-478001051/2021	ncov	2021-01-22	North America	Canada
Canada/BC-BCCDC-39135/2021	ncov	2021-03-08	North America	Canada
Canada/QC-1nIUH-5524318710/2021	ncov	2021-03-01	North America	Canada
Canada/ON-SC6183/2021	ncov	2021-03-21	North America	Canada
Canada/ON-SC6207/2021	ncov	2021-03-22	North America	Canada
Canada/QC-1nDJXP-0043084489/2021	ncov	2021-02-01	North America	Canada
Canada/QC-1nDJXQ-2100704190A/2021	ncov	2021-01-07	North America	Canada
Canada/BC-BCCDC-26090/2021	ncov	2021-02-12	North America	Canada
Canada/BC-BCCDC-39768/2021	ncov	2021-03-03	North America	Canada
Canada/BC-BCCDC-55050/2021	ncov	2021-03-26	North America	Canada
Canada/QC-L00341054001/2021	ncov	2021-03-24	North America	Canada
Canada/QC-HCLM-7056239169/2021	ncov	2021-01-07	North America	Canada
Canada/BC-BCCDC-44432/2021	ncov	2021-03-19	North America	Canada
Canada/QC-L00337904/2021	ncov	2021-03-22	North America	Canada
Canada/BC-BCCDC-25641/2021	ncov	2021-02-27	North America	Canada
Canada/QC-1nIUM-U1030742/2021	ncov	2021-01-03	North America	Canada
Canada/BC-BCCDC-158343/2021	ncov	2021-03-22	North America	Canada
Canada/ABPHL-07682/2021	ncov	2021-03-02	North America	Canada
Canada/BC-BCCDC-106298/2021	ncov	2021-03-24	North America	Canada
Canada/QC-1nIUM-U1044623/2021	ncov	2021-01-04	North America	Canada
Canada/AB-ABPHL-08645/2021	ncov	2021-03-06	North America	Canada
Canada/QC-1nIEOQ-7056280142/2021	ncov	2021-01-29	North America	Canada
Canada/QC-L00344945001/2021	ncov	2021-03-31	North America	Canada
Canada/ABPHL-07711/2021	ncov	2021-02-25	North America	Canada
Canada/QC-1nIROK-S812101099/2020	ncov	2020-12-12	North America	Canada
Canada/BC-BCCDC-158068/2021	ncov	2021-02-09	North America	Canada
Canada/QC-1nIEOQ-7051673766/2021	ncov	2021-02-15	North America	Canada
Canada/SK-RRPL-131492/2021	ncov	2021-02-19	North America	Canada
Canada/NS-NML-5291/2020	ncov	2020-12-01	North America	Canada
Canada/BC-BCCDC-370048/2021	ncov	2021-02-02	North America	Canada
Canada/BC-BCCDC-371063/2021	ncov	2021-03-14	North America	Canada
Canada/BC-BCCDC-406363/2020	ncov	2020-10-01	North America	Canada
Canada/BC-BCCDC-403713/2020	ncov	2020-12-11	North America	Canada
Canada/UN-62993/2021	ncov	2021-03-20	North America	Canada
Canada/ON-KHS-21-03800-v1/2020	ncov	2020-12-09	North America	Canada
Canada/ON-KHS-21-00822-v1/2021	ncov	2021-03-20	North America	Canada
Canada/ON-KHS-21-01888-v1/2021	ncov	2021-01-30	North America	Canada
Canada/QC-1nIEOQ-7056195703/2020	ncov	2020-12-12	North America	Canada
Canada/QC-1nIID-U11224202D/2021	ncov	2021-01-12	North America	Canada
Canada/QC-1nIUH-5524345004/2021	ncov	2021-03-22	North America	Canada
Canada/QC-1nIUH-5524350108/2021	ncov	2021-03-28	North America	Canada
Canada/ON-PHL-21-07915-v2/2021	ncov	2021-02-19	North America	Canada
CanaryIslands/CN-HUNSC_ITER_900268423/2021	ncov	2021-01-13	Europe	Canary Islands
CaymanIslands/9375/2021	ncov	2021-02-26	North America	Cayman Islands
CaymanIslands/2957/2021	ncov	2021-01-18	North America	Cayman Islands
CaymanIslands/34664/2020	ncov	2020-12-24	North America	Cayman Islands
CaymanIslands/11187/2021	ncov	2021-03-12	North America	Cayman Islands
CaymanIslands/10446/2021	ncov	2021-03-10	North America	Cayman Islands
CaymanIslands/5845/2021	ncov	2021-02-03	North America	Cayman Islands
CaymanIslands/11116/2021	ncov	2021-03-12	North America	Cayman Islands
CaymanIslands/11593/2021	ncov	2021-03-17	North America	Cayman Islands
CaymanIslands/11961/2021	ncov	2021-03-19	North America	Cayman Islands
CaymanIslands/36492/2021	ncov	2021-01-05	North America	Cayman Islands
CaymanIslands/8911/2021	ncov	2021-02-25	North America	Cayman Islands
CaymanIslands/13142/2021	ncov	2021-03-26	North America	Cayman Islands
CaymanIslands/7965/2021	ncov	2021-02-17	North America	Cayman Islands
CaymanIslands/10010/2021	ncov	2021-03-05	North America	Cayman Islands
CaymanIslands/5863/2021	ncov	2021-02-03	North America	Cayman Islands
CaymanIslands/11208/2021	ncov	2021-03-12	North America	Cayman Islands
CaymanIslands/32892/2020	ncov	2020-12-15	North America	Cayman Islands
CaymanIslands/13676/2021	ncov	2021-03-31	North America	Cayman Islands
CaymanIslands/34894/2020	ncov	2020-12-28	North America	Cayman Islands
Chile/KTG650/2020	ncov	2020-10-06	South America	Chile
Wuhan/WH01/2019	ncov	2019-12-26	Asia	China
Wuhan/Hu-1/2019	ncov	2019-12-26	Asia	China
CostaRica/INC-0245/2021	ncov	2021-01-22	North America	Costa Rica
CostaRica/INC-0260/2021	ncov	2021-01-27	North America	Costa Rica
CostaRica/INC-0158/2020	ncov	2020-10-05	North America	Costa Rica
CostaRica/INC-0069/2020	ncov	2020-07-02	North America	Costa Rica
CostaRica/INC-0070/2020	ncov	2020-07-02	North America	Costa Rica
CostaRica/INC-0207/2020	ncov	2020-12-26	North America	Costa Rica
CostaRica/INC-0161/2020	ncov	2020-10-09	North America	Costa Rica
CostaRica/INC-0114/2020	ncov	2020-07-19	North America	Costa Rica
CostaRica/INC-0163/2020	ncov	2020-10-14	North America	Costa Rica
CostaRica/INC-0192/2020	ncov	2020-12-10	North America	Costa Rica
CostaRica/INC-0255/2021	ncov	2021-01-25	North America	Costa Rica
CostaRica/INC-0156/2020	ncov	2020-10-01	North America	Costa Rica
CostaRica/INC-0066/2020	ncov	2020-07-02	North America	Costa Rica
CostaRica/INC-0097/2020	ncov	2020-07-03	North America	Costa Rica
CostaRica/INC-0101/2020	ncov	2020-07-13	North America	Costa Rica
CostaRica/INC-0131/2020	ncov	2020-08-10	North America	Costa Rica
CostaRica/INC-0120/2020	ncov	2020-07-27	North America	Costa Rica
CostaRica/INC-0143/2020	ncov	2020-09-05	North America	Costa Rica
CostaRica/INC-0261/2021	ncov	2021-01-27	North America	Costa Rica
CostaRica/INC-0243/2021	ncov	2021-01-19	North America	Costa Rica
CostaRica/INC-0164/2020	ncov	2020-10-16	North America	Costa Rica
CostaRica/INC-0177/2020	ncov	2020-11-14	North America	Costa Rica
CostaRica/INC-0132/2020	ncov	2020-08-10	North America	Costa Rica
CostaRica/INC-0185/2020	ncov	2020-11-25	North America	Costa Rica
CostaRica/INC-0230/2021	ncov	2021-01-12	North America	Costa Rica
CostaRica/INC-0199/2020	ncov	2020-12-16	North America	Costa Rica
CostaRica/INC-0276/2021	ncov	2021-02-08	North America	Costa Rica
CostaRica/INC-0157/2020	ncov	2020-09-30	North America	Costa Rica
CostaRica/INC-0203/2020	ncov	2020-12-18	North America	Costa Rica
CostaRica/INC-0140/2020	ncov	2020-07-21	North America	Costa Rica
CostaRica/INC-0141/2020	ncov	2020-09-03	North America	Costa Rica
CostaRica/INC-0183/2020	ncov	2020-11-20	North America	Costa Rica
CostaRica/INC-0165/2020	ncov	2020-10-19	North America	Costa Rica
CostaRica/INC-0239/2021	ncov	2021-01-12	North America	Costa Rica
CostaRica/INC-0103/2020	ncov	2020-07-15	North America	Costa Rica
CostaRica/INC-0233/2021	ncov	2021-01-13	North America	Costa Rica
CostaRica/INC-0222/2021	ncov	2021-01-08	North America	Costa Rica
CostaRica/INC-0080/2020	ncov	2020-07-05	North America	Costa Rica
CostaRica/INC-0108/2020	ncov	2020-07-16	North America	Costa Rica
CostaRica/INC-0082/2020	ncov	2020-07-02	North America	Costa Rica
CostaRica/INC-0088/2020	ncov	2020-07-10	North America	Costa Rica
CostaRica/INC-0124/2020	ncov	2020-08-08	North America	Costa Rica
CostaRica/INC-0180/2020	ncov	2020-11-17	North America	Costa Rica
CostaRica/HNN-0347/2020	ncov	2020-12-22	North America	Costa Rica
CostaRica/INC-0298/2021	ncov	2021-01-24	North America	Costa Rica
CostaRica/INC-0256/2021	ncov	2021-01-27	North America	Costa Rica
CostaRica/HNN-0392/2021	ncov	2021-02-17	North America	Costa Rica
CostaRica/INC-0334/2021	ncov	2021-02-23	North America	Costa Rica
CostaRica/INC-0324/2021	ncov	2021-02-12	North America	Costa Rica
CostaRica/INC-0325/2021	ncov	2021-02-12	North America	Costa Rica
CostaRica/INC-0294/2021	ncov	2021-02-15	North America	Costa Rica
CostaRica/INC-0286/2021	ncov	2021-02-09	North America	Costa Rica
CostaRica/HNN-0384/2021	ncov	2021-01-01	North America	Costa Rica
CostaRica/INC-0281/2021	ncov	2021-02-09	North America	Costa Rica
CostaRica/INC-0290/2021	ncov	2021-02-11	North America	Costa Rica
CostaRica/HNN-0372/2020	ncov	2020-12-30	North America	Costa Rica
CostaRica/INC-0322/2021	ncov	2021-02-22	North America	Costa Rica
CostaRica/HNN-0402/2021	ncov	2021-02-23	North America	Costa Rica
CostaRica/INC-0287/2021	ncov	2021-02-10	North America	Costa Rica
CostaRica/INC-0342/2021	ncov	2021-02-27	North America	Costa Rica
CostaRica/HNN-0367/2020	ncov	2020-12-29	North America	Costa Rica
CostaRica/HNN-0381/2021	ncov	2021-01-01	North America	Costa Rica
CostaRica/HNN-0406/2021	ncov	2021-02-26	North America	Costa Rica
CostaRica/INC-0528/2021	ncov	2021-03-29	North America	Costa Rica
CostaRica/INC-0495/2021	ncov	2021-03-17	North America	Costa Rica
CostaRica/INC-0498/2021	ncov	2021-03-18	North America	Costa Rica
CostaRica/INC-0529/2021	ncov	2021-03-25	North America	Costa Rica
CostaRica/INC-0421/2021	ncov	2021-02-28	North America	Costa Rica
CostaRica/INC-0423/2021	ncov	2021-03-01	North America	Costa Rica
CostaRica/INC-0541/2021	ncov	2021-03-30	North America	Costa Rica
CostaRica/INC-0427/2021	ncov	2021-03-05	North America	Costa Rica
CostaRica/HNN-0469/2021	ncov	2021-03-24	North America	Costa Rica
CostaRica/INC-0436/2021	ncov	2021-03-09	North America	Costa Rica
CostaRica/INC-0412/2021	ncov	2021-03-02	North America	Costa Rica
CostaRica/HNN-0467/2021	ncov	2021-03-23	North America	Costa Rica
CostaRica/INC-0533/2021	ncov	2021-03-26	North America	Costa Rica
CostaRica/INC-0565/2021	ncov	2021-03-09	North America	Costa Rica
CostaRica/INC-0569/2021	ncov	2021-03-01	North America	Costa Rica
CostaRica/INC-0450/2021	ncov	2021-03-10	North America	Costa Rica
CostaRica/INC-0434/2021	ncov	2021-03-09	North America	Costa Rica
CostaRica/INC-0483/2021	ncov	2021-03-11	North America	Costa Rica
CostaRica/INC-0492/2021	ncov	2021-03-15	North America	Costa Rica
CostaRica/INC-0480/2021	ncov	2021-03-16	North America	Costa Rica
CostaRica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-1931-648486/2021	ncov	2021-01-18	North America	Costa Rica
CostaRica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-1941-649402/2021	ncov	2021-01-22	North America	Costa Rica
CostaRica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-1942-649476/2021	ncov	2021-01-23	North America	Costa Rica
CostaRica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-1943-649506/2021	ncov	2021-01-23	North America	Costa Rica
CostaRica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-1951-651154/2021	ncov	2021-02-01	North America	Costa Rica
CostaRica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-2031-655050/2021	ncov	2021-03-01	North America	Costa Rica
CostaRica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-2049-656916/2021	ncov	2021-03-12	North America	Costa Rica
CostaRica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-2063-659106/2021	ncov	2021-03-31	North America	Costa Rica
CostaRica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-2042-655705/2021	ncov	2021-03-05	North America	Costa Rica
CostaRica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-1938-649108/2021	ncov	2021-01-21	North America	Costa Rica
CostaRica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-1959-652728/2021	ncov	2021-02-10	North America	Costa Rica
CostaRica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-2038-655628/2021	ncov	2021-03-04	North America	Costa Rica
CostaRica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-2043-656144/2021	ncov	2021-03-08	North America	Costa Rica
CostaRica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-2044-656299/2021	ncov	2021-03-09	North America	Costa Rica
CostaRica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-2058-658303/2021	ncov	2021-03-24	North America	Costa Rica
CostaRica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-2045-656591/2021	ncov	2021-03-11	North America	Costa Rica
CostaRica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-2040-655655/2021	ncov	2021-03-04	North America	Costa Rica
Croatia/HRV000_296/2021	ncov	2021-02-09	Europe	Croatia
Croatia/2092/2021	ncov	2021-03-19	Europe	Croatia
Croatia/1540/2021	ncov	2021-03-11	Europe	Croatia
Croatia/2046/2021	ncov	2021-03-15	Europe	Croatia
Croatia/1648/2021	ncov	2021-03-08	Europe	Croatia
Croatia/2995/2021	ncov	2021-03-31	Europe	Croatia
Curacao/CW-RIVM-21716/2020	ncov	2020-12-18	South America	Curacao
Curacao/CW-RIVM-21712/2020	ncov	2020-12-15	South America	Curacao
Curacao/CW-RIVM-21723/2020	ncov	2020-10-08	South America	Curacao
Curacao/CW-RIVM-21722/2020	ncov	2020-10-12	South America	Curacao
Curacao/CW-RIVM-21733/2020	ncov	2020-12-18	South America	Curacao
Curacao/CW-RIVM-21730/2020	ncov	2020-12-16	South America	Curacao
Curacao/CW-RIVM-11648/2021	ncov	2021-01-23	South America	Curacao
Curacao/CW-RIVM-21711/2020	ncov	2020-12-04	South America	Curacao
Curacao/CW-RIVM-21709/2020	ncov	2020-11-10	South America	Curacao
Curacao/CW-RIVM-13011/2021	ncov	2021-01-26	South America	Curacao
Curacao/CW-RIVM-21706/2020	ncov	2020-11-17	South America	Curacao
Curacao/CW-RIVM-21715/2020	ncov	2020-12-15	South America	Curacao
Curacao/CW-RIVM-13013/2021	ncov	2021-01-28	South America	Curacao
Curacao/CW-RIVM-11651/2021	ncov	2021-01-25	South America	Curacao
Curacao/CW-RIVM-11649/2021	ncov	2021-01-20	South America	Curacao
Curacao/CW-RIVM-21734/2020	ncov	2020-12-26	South America	Curacao
Curacao/CW-RIVM-11645/2021	ncov	2021-01-18	South America	Curacao
Curacao/CW-RIVM-11589/2021	ncov	2021-01-26	South America	Curacao
Curacao/CW-RIVM-11587/2021	ncov	2021-01-19	South America	Curacao
Curacao/CW-RIVM-10364/2020	ncov	2020-08-11	South America	Curacao
Curacao/CW-RIVM-11650/2021	ncov	2021-01-20	South America	Curacao
Curacao/CW-RIVM-10366/2020	ncov	2020-08-11	South America	Curacao
Curacao/CW-RIVM-21729/2020	ncov	2020-12-04	South America	Curacao
Curacao/CW-RIVM-21725/2020	ncov	2020-10-26	South America	Curacao
Curacao/CW-RIVM-21720/2020	ncov	2020-10-30	South America	Curacao
Curacao/CW-RIVM-21718/2020	ncov	2020-10-31	South America	Curacao
Curacao/CW-RIVM-15605/2021	ncov	2021-02-18	South America	Curacao
Curacao/CW-RIVM-19549/2021	ncov	2021-03-13	South America	Curacao
Curacao/CW-RIVM-15639/2021	ncov	2021-02-18	South America	Curacao
Curacao/CW-RIVM-15651/2021	ncov	2021-02-18	South America	Curacao
Curacao/CW-RIVM-15617/2021	ncov	2021-02-18	South America	Curacao
Curacao/CW-RIVM-15615/2021	ncov	2021-02-16	South America	Curacao
Curacao/CW-RIVM-15607/2021	ncov	2021-02-20	South America	Curacao
Curacao/CW-RIVM-15572/2021	ncov	2021-02-19	South America	Curacao
Curacao/CW-RIVM-15653/2021	ncov	2021-02-21	South America	Curacao
Curacao/CW-RIVM-15627/2021	ncov	2021-02-17	South America	Curacao
Curacao/CW-RIVM-16558/2021	ncov	2021-02-25	South America	Curacao
Curacao/CW-RIVM-16507/2021	ncov	2021-02-27	South America	Curacao
Curacao/CW-RIVM-16542/2021	ncov	2021-03-01	South America	Curacao
Curacao/CW-RIVM-15604/2021	ncov	2021-02-16	South America	Curacao
Curacao/CW-RIVM-19560/2021	ncov	2021-03-11	South America	Curacao
Curacao/CW-RIVM-18439/2021	ncov	2021-03-05	South America	Curacao
Curacao/CW-RIVM-18394/2021	ncov	2021-03-06	South America	Curacao
Curacao/CW-RIVM-18461/2021	ncov	2021-03-04	South America	Curacao
Curacao/CW-RIVM-18462/2021	ncov	2021-03-05	South America	Curacao
Curacao/CW-RIVM-18474/2021	ncov	2021-03-05	South America	Curacao
Curacao/CW-RIVM-18437/2021	ncov	2021-03-02	South America	Curacao
Curacao/CW-RIVM-18393/2021	ncov	2021-03-05	South America	Curacao
Curacao/CW-RIVM-18475/2021	ncov	2021-03-06	South America	Curacao
Curacao/CW-RIVM-18473/2021	ncov	2021-03-04	South America	Curacao
Curacao/CW-RIVM-18438/2021	ncov	2021-03-04	South America	Curacao
Curacao/CW-RIVM-19574/2021	ncov	2021-03-15	South America	Curacao
Curacao/CW-RIVM-19609/2021	ncov	2021-03-15	South America	Curacao
Curacao/CW-RIVM-19559/2021	ncov	2021-03-09	South America	Curacao
Curacao/CW-RIVM-19548/2021	ncov	2021-03-11	South America	Curacao
Curacao/CW-RIVM-21669/2021	ncov	2021-03-22	South America	Curacao
Curacao/CW-RIVM-21658/2021	ncov	2021-03-21	South America	Curacao
Curacao/CW-RIVM-21657/2021	ncov	2021-03-20	South America	Curacao
Curacao/CW-RIVM-21622/2021	ncov	2021-03-21	South America	Curacao
Curacao/CW-RIVM-21632/2021	ncov	2021-03-17	South America	Curacao
Curacao/CW-RIVM-21610/2021	ncov	2021-03-20	South America	Curacao
Curacao/CW-RIVM-21634/2021	ncov	2021-03-21	South America	Curacao
Curacao/CW-RIVM-21668/2021	ncov	2021-03-20	South America	Curacao
Curacao/CW-RIVM-21679/2021	ncov	2021-03-22	South America	Curacao
Curacao/CW-RIVM-21611/2021	ncov	2021-03-22	South America	Curacao
Curacao/CW-RIVM-15650/2021	ncov	2021-02-17	South America	Curacao
Curacao/CW-RIVM-15628/2021	ncov	2021-02-18	South America	Curacao
Curacao/CW-RIVM-15584/2021	ncov	2021-02-21	South America	Curacao
Curacao/CW-RIVM-16541/2021	ncov	2021-02-25	South America	Curacao
Curacao/CW-RIVM-16333/2021	ncov	2021-02-24	South America	Curacao
Curacao/CW-RIVM-18417/2021	ncov	2021-03-05	South America	Curacao
Curacao/CW-RIVM-19630/2021	ncov	2021-03-11	South America	Curacao
Curacao/CW-RIVM-19618/2021	ncov	2021-03-10	South America	Curacao
Curacao/CW-RIVM-19586/2021	ncov	2021-03-15	South America	Curacao
Curacao/CW-RIVM-23341/2021	ncov	2021-03-29	South America	Curacao
Curacao/CW-RIVM-23380/2021	ncov	2021-03-25	South America	Curacao
Curacao/CW-RIVM-23388/2021	ncov	2021-03-24	South America	Curacao
Curacao/CW-RIVM-23363/2021	ncov	2021-03-23	South America	Curacao
Curacao/CW-RIVM-23365/2021	ncov	2021-03-28	South America	Curacao
Curacao/CW-RIVM-23349/2021	ncov	2021-03-30	South America	Curacao
Curacao/CW-RIVM-23366/2021	ncov	2021-03-30	South America	Curacao
Curacao/CW-RIVM-23357/2021	ncov	2021-03-30	South America	Curacao
Curacao/CW-RIVM-23374/2021	ncov	2021-03-30	South America	Curacao
Curacao/CW-RIVM-23389/2021	ncov	2021-03-25	South America	Curacao
Curacao/CW-RIVM-23397/2021	ncov	2021-03-29	South America	Curacao
Curacao/CW-RIVM-15594/2021	ncov	2021-02-18	South America	Curacao
Curacao/CW-RIVM-15582/2021	ncov	2021-02-18	South America	Curacao
Curacao/CW-RIVM-19550/2021	ncov	2021-03-15	South America	Curacao
Curacao/CW-RIVM-15638/2021	ncov	2021-02-17	South America	Curacao
Curacao/CW-RIVM-21666/2021	ncov	2021-03-16	South America	Curacao
Curacao/CW-RIVM-18416/2021	ncov	2021-03-05	South America	Curacao
Curacao/CW-RIVM-27983/2021	ncov	2021-01-06	South America	Curacao
Curacao/CW-RIVM-27984/2021	ncov	2021-01-14	South America	Curacao
Curacao/CW-RIVM-27955/2021	ncov	2021-01-09	South America	Curacao
Curacao/CW-RIVM-27992/2021	ncov	2021-01-06	South America	Curacao
Curacao/CW-RIVM-27993/2021	ncov	2021-01-17	South America	Curacao
Curacao/CW-RIVM-28020/2021	ncov	2021-01-08	South America	Curacao
Curacao/CW-RIVM-27973/2021	ncov	2021-01-13	South America	Curacao
Curacao/CW-AUMC-000717/2021	ncov	2021-03-26	South America	Curacao
Cyprus/BMVUCY515/2020	ncov	2020-10-31	Europe	Cyprus
CzechRepublic/NRL-4617/2021	ncov	2021-03-10	Europe	Czech Republic
CzechRepublic/NRL_2659_21/2021	ncov	2021-02-11	Europe	Czech Republic
CzechRepublic/NRL_2947_21/2021	ncov	2021-02-12	Europe	Czech Republic
CzechRepublic/CoV158127/2021	ncov	2021-03-01	Europe	Czech Republic
CzechRepublic/NRL-3828-21/2021	ncov	2021-03-01	Europe	Czech Republic
CzechRepublic/NRL-4639/2021	ncov	2021-03-11	Europe	Czech Republic
CzechRepublic/IAB20_016_partD_44/2021	ncov	2021-01-31	Europe	Czech Republic
CzechRepublic/NRL_2892_21/2021	ncov	2021-02-15	Europe	Czech Republic
CzechRepublic/NRL_5287/2021	ncov	2021-02-03	Europe	Czech Republic
Denmark/DCGC-39728/2021	ncov	2021-02-01	Europe	Denmark
Denmark/DCGC-20424/2020	ncov	2020-12-21	Europe	Denmark
Denmark/DCGC-42191/2021	ncov	2021-02-08	Europe	Denmark
Denmark/DCGC-16281/2020	ncov	2020-11-16	Europe	Denmark
Denmark/DCGC-16286/2020	ncov	2020-11-16	Europe	Denmark
Denmark/DCGC-39523/2021	ncov	2021-01-25	Europe	Denmark
Denmark/DCGC-45390/2020	ncov	2020-12-21	Europe	Denmark
Denmark/DCGC-10541/2020	ncov	2020-11-02	Europe	Denmark
Denmark/DCGC-10243/2020	ncov	2020-11-09	Europe	Denmark
Denmark/DCGC-44397/2021	ncov	2021-02-01	Europe	Denmark
Denmark/DCGC-49485/2021	ncov	2021-02-01	Europe	Denmark
Denmark/DCGC-28924/2021	ncov	2021-01-04	Europe	Denmark
Denmark/DCGC-23299/2020	ncov	2020-12-21	Europe	Denmark
Denmark/DCGC-22880/2020	ncov	2020-11-30	Europe	Denmark
Denmark/DCGC-24704/2020	ncov	2020-12-28	Europe	Denmark
Denmark/DCGC-48178/2021	ncov	2021-02-15	Europe	Denmark
Denmark/DCGC-29645/2020	ncov	2020-12-28	Europe	Denmark
Denmark/DCGC-21351/2020	ncov	2020-12-21	Europe	Denmark
Denmark/DCGC-36657/2021	ncov	2021-01-18	Europe	Denmark
Denmark/DCGC-7557/2020	ncov	2020-10-12	Europe	Denmark
Denmark/DCGC-33547/2021	ncov	2021-01-11	Europe	Denmark
Denmark/DCGC-33252/2021	ncov	2021-01-11	Europe	Denmark
Denmark/DCGC-18383/2020	ncov	2020-12-07	Europe	Denmark
Denmark/DCGC-19045/2020	ncov	2020-12-07	Europe	Denmark
Denmark/DCGC-15909/2020	ncov	2020-11-23	Europe	Denmark
Denmark/DCGC-14818/2020	ncov	2020-11-23	Europe	Denmark
Denmark/DCGC-14641/2020	ncov	2020-11-23	Europe	Denmark
Denmark/DCGC-12712/2020	ncov	2020-11-16	Europe	Denmark
Denmark/DCGC-8787/2020	ncov	2020-10-26	Europe	Denmark
Denmark/DCGC-4659/2020	ncov	2020-09-14	Europe	Denmark
Denmark/DCGC-8437/2020	ncov	2020-10-26	Europe	Denmark
Denmark/DCGC-8257/2020	ncov	2020-10-26	Europe	Denmark
